"접수연도","자치구코드","자치구명","법정동코드","법정동명","지번구분","지번구분명","본번","부번","건물명","계약일","물건금액(만원)","건물면적(㎡)","토지면적(㎡)","층","권리구분","취소일","건축년도","건물용도","신고구분","신고한 개업공인중개사 시군구명"
"2024","11680","강남구","10600","대치동","1","대지","0511","0000","한보미도맨션2","20240703","519000","190.47","0.000000","11","","","1985","아파트","중개거래","경기 성남시 분당구, 서울 강남구"
"2024","11230","동대문구","10200","용두동","1","대지","0792","0000","래미안허브리츠","20240703","116000","84.97","0.000000","13","","","2011","아파트","중개거래","서울 동대문구"
"2024","11320","도봉구","10700","창동","1","대지","0815","0000","창동2차현대","20240703","69000","59.499","0.000000","6","","","2001","아파트","중개거래","서울 도봉구"
"2024","11710","송파구","10200","신천동","1","대지","0017","0000","파크리오","20240703","189000","59.86","0.000000","3","","","2008","아파트","중개거래","서울 송파구"
"2024","11410","서대문구","12000","남가좌동","1","대지","0377","0000","DMC래미안클라시스","20240703","85500","84.9","0.000000","14","","","2000","아파트","중개거래","서울 서대문구"
"2024","11470","양천구","10300","신월동","1","대지","1077","0000","목동센트럴아이파크위브3단지","20240703","104000","84.98","0.000000","8","","","2020","아파트","중개거래","부산 남구, 서울 양천구"
"2024","11230","동대문구","10400","전농동","1","대지","0695","0000","동대문롯데캐슬노블레스","20240703","135500","84.98","0.000000","17","","","2018","아파트","중개거래","서울 동대문구"
"2024","11350","노원구","10600","중계동","1","대지","0358","0002","주공4","20240703","45900","45.77","0.000000","9","","","1991","아파트","중개거래","서울 노원구"
"2024","11650","서초구","10200","양재동","1","대지","0386","0004","강산스윗빌","20240703","31500","84.53","47.000000","2","","","2002","연립다세대","중개거래","서울 서초구"
"2024","11740","강동구","10600","둔촌동","1","대지","0170","0001","올림픽파크 포레온","20240703","265737","109.98","0.000000","11","입주권","","0","아파트","중개거래","서울 강동구"
"2024","11740","강동구","11000","강일동","1","대지","0114","0000","강동리버스트4단지","20240703","81400","59.99","0.000000","13","","","2020","아파트","중개거래","서울 강동구"
"2024","11140","중구","16200","신당동","1","대지","0856","0000","신당KCC스위첸","20240703","105000","59.445","0.000000","8","","","2019","아파트","중개거래","서울 성동구"
"2024","11260","중랑구","10100","면목동","1","대지","0453","0037","오렌지하우스","20240703","23000","25.46","19.000000","4","","","2018","연립다세대","직거래",""
"2024","11560","영등포구","11400","당산동4가","1","대지","0098","0000","브라운스톤당산","20240703","116300","84.038","0.000000","17","","","2015","아파트","중개거래","서울 영등포구"
"2024","11620","관악구","10200","신림동","1","대지","0612","0027","우석빌라6차","20240703","22000","45.32","17.000000","1","","","1994","연립다세대","중개거래","서울 관악구"
"2024","11470","양천구","10300","신월동","1","대지","0197","0002","코아루1단지","20240703","55000","84.95","0.000000","4","","","2009","아파트","중개거래","서울 양천구"
"2024","11680","강남구","10100","역삼동","1","대지","0708","0016","능현오피스텔","20240703","22000","29.65","40.920000","10","","","2004","오피스텔","중개거래","서울 강남구"
"2024","11740","강동구","10900","천호동","1","대지","0568","0000","강변그대가리버뷰","20240703","119000","84.97","0.000000","6","","","2007","아파트","중개거래","서울 강남구, 서울 강동구"
"2024","11680","강남구","10300","개포동","1","대지","1236","0011","예가풍경채","20240703","48000","27.01","16.000000","3","","","2018","연립다세대","중개거래","서울 강동구"
"2024","11590","동작구","10100","노량진동","1","대지","0325","0000","신동아리버파크","20240703","91000","59.67","0.000000","17","","","2001","아파트","중개거래","서울 동작구"
"2024","11110","종로구","17500","숭인동","1","대지","0002","0001","종로센트레빌","20240703","82000","59.92","0.000000","11","","","2008","아파트","중개거래","서울 종로구"
"2024","11560","영등포구","10400","영등포동3가","1","대지","0019","0002","포레스트힐시티","20240703","10000","13.53","0.000000","11","","","2014","아파트","중개거래","서울 영등포구"
"2024","11470","양천구","10200","목동","1","대지","0200","0000","우성","20240703","133000","84.44","0.000000","14","","","1992","아파트","중개거래","서울 양천구"
"2024","11740","강동구","10900","천호동","1","대지","0571","0000","래미안강동팰리스","20240703","127000","59.98","0.000000","22","","","2017","아파트","중개거래","서울 강동구, 서울 송파구"
"2024","11380","은평구","11400","진관동","1","대지","0100","0004","어드벤스힐 오피스텔","20240703","14000","29.79","40.601500","3","","","2013","오피스텔","중개거래","서울 은평구"
"2024","11110","종로구","18300","평창동","1","대지","0289","0005","오피스텔 천지인","20240703","13500","31.08","37.780000","4","","","2003","오피스텔","중개거래","서울 종로구"
"2024","11470","양천구","10100","신정동","1","대지","1276","0000","신트리3","20240703","92000","84.8","0.000000","10","","","2000","아파트","중개거래","서울 양천구"
"2024","11440","마포구","10200","공덕동","1","대지","0464","0000","래미안공덕4차","20240703","130500","59.9","0.000000","10","","","2005","아파트","중개거래","서울 마포구"
"2024","11470","양천구","10100","신정동","1","대지","0939","0003","M펠리체","20240703","24450","39.37","18.000000","5","","","2014","연립다세대","중개거래","서울 양천구"
"2024","11200","성동구","10900","금호동1가","1","대지","0633","0000","벽산","20240703","93500","59.9","0.000000","20","","","2001","아파트","중개거래","서울 성동구"
"2024","11470","양천구","10300","신월동","1","대지","1077","0000","목동센트럴아이파크위브3단지","20240703","89000","59.88","0.000000","7","","","2020","아파트","중개거래","서울 양천구"
"2024","11740","강동구","10900","천호동","1","대지","0211","0006","모던하우스7차","20240703","35000","34.2","25.000000","3","","","2016","연립다세대","직거래",""
"2024","11170","용산구","11500","산천동","1","대지","0193","0000","리버힐삼성","20240703","148000","114.48","0.000000","3","","","2001","아파트","중개거래","서울 용산구"
"2024","11500","강서구","10200","등촌동","1","대지","0638","0000","서광등촌마을아파트","20240703","73800","59.67","0.000000","5","","","1999","아파트","중개거래","서울 강서구"
"2024","11380","은평구","10300","불광동","1","대지","0141","0001","D&J하우징(141-1)","20240703","28500","28.55","23.000000","5","","","2022","연립다세대","직거래",""
"2024","11110","종로구","18700","무악동","1","대지","0060","0000","인왕산아이파크","20240703","118500","84.858","0.000000","3","","","2008","아파트","중개거래","서울 종로구"
"2024","11200","성동구","11300","옥수동","1","대지","0528","0001","옥수파크힐스117동~125동","20240703","158000","59.78","0.000000","4","","","2016","아파트","중개거래","서울 성동구"
"2024","11380","은평구","10700","응암동","1","대지","0769","0000","녹번역e편한세상캐슬","20240703","125000","84.94","0.000000","22","","","2021","아파트","중개거래","서울 은평구"
"2024","11590","동작구","10900","신대방동","1","대지","0719","0000","동작상떼빌","20240703","26000","38.07","53.860000","9","","","2006","오피스텔","중개거래","서울 동작구"
"2024","11320","도봉구","10500","쌍문동","1","대지","0059","0000","한양2","20240703","36000","59.67","0.000000","5","","20240729","1988","아파트","중개거래","서울 도봉구"
"2024","11170","용산구","12900","이촌동","1","대지","0203","0057","삼양","20240703","70000","33.42","13.000000","-1","","","1974","연립다세대","중개거래","서울 용산구"
"2024","11440","마포구","12700","상암동","1","대지","1597","0000","사보이시티디엠씨","20240703","15000","21.65","29.780000","10","","","2016","오피스텔","중개거래","서울 마포구"
"2024","11590","동작구","10800","대방동","1","대지","0013","0129","미래하이츠빌(나)","20240703","95000","66.18","32.000000","2","","","2002","연립다세대","중개거래","서울 동작구, 서울 마포구"
"2024","11440","마포구","12500","성산동","1","대지","0446","0000","성산시영(선경)","20240703","93000","50.54","0.000000","9","","","1986","아파트","중개거래","서울 마포구"
"2024","11140","중구","16200","신당동","1","대지","0052","0406","(52-406)","20240703","34600","29.38","17.000000","5","","","2016","연립다세대","중개거래","서울 중구"
"2024","11350","노원구","10500","상계동","1","대지","0765","0000","상계주공1(고층)","20240703","41000","41.3","0.000000","4","","","1988","아파트","중개거래","서울 노원구"
"2024","11305","강북구","10100","미아동","1","대지","0791","1939","삼성빌리지(102동)","20240703","58000","58.52","34.000000","4","","","2021","연립다세대","직거래",""
"2024","11710","송파구","10700","가락동","1","대지","0138","0000","가락미륭아파트","20240703","115000","83.58","0.000000","11","","","1986","아파트","중개거래","서울 송파구"
"2024","11500","강서구","10300","화곡동","1","대지","0870","0013","다안빌라트201동202동","20240703","24600","38.62","22.000000","5","","","2016","연립다세대","중개거래","서울 강서구"
"2024","11500","강서구","10900","방화동","1","대지","0323","0008","이루미팰리스","20240703","33700","69.52","38.000000","4","","","2010","연립다세대","중개거래","서울 강서구"
"2024","11230","동대문구","11000","이문동","3","블럭","0257","0042","래미안 라그란데","20240703","96000","59.95","0.000000","6","입주권","","0","아파트","중개거래","서울 동대문구"
"2024","11710","송파구","10400","송파동","1","대지","0243","0000","래미안송파파인탑","20240703","150000","64.66","0.000000","14","","","2012","아파트","중개거래","서울 송파구"
"2024","11650","서초구","10800","서초동","1","대지","1432","0015","서초폴라리스","20240703","29500","26.45","17.000000","3","","","2016","연립다세대","중개거래","서울 서초구"
"2024","11740","강동구","10900","천호동","1","대지","0574","0000","청운빌리지(574)","20240703","35000","33.37","20.000000","6","","","2018","연립다세대","중개거래","서울 강동구"
"2024","11470","양천구","10300","신월동","1","대지","0456","0001","양천홈타운1차","20240703","25970","36.4","0.000000","2","","","2019","아파트","중개거래","서울 양천구, 서울 은평구"
"2024","11530","구로구","11100","천왕동","1","대지","0280","0012","새롬스타빌","20240703","9000","19.561","47.816000","8","","","2017","오피스텔","중개거래","서울 구로구"
"2024","11740","강동구","10200","고덕동","1","대지","0688","0000","래미안힐스테이트고덕","20240703","150000","84.88","0.000000","17","","","2016","아파트","중개거래","서울 강동구"
"2024","11590","동작구","10900","신대방동","1","대지","0719","0000","동작상떼빌","20240703","56500","90.63","128.210000","11","","","2006","오피스텔","중개거래","서울 동작구"
"2024","11440","마포구","11500","상수동","1","대지","0345","0003","제이캐슬레지던스","20240703","18000","21.06","27.780000","3","","","2002","오피스텔","중개거래","서울 마포구"
"2024","11530","구로구","10200","구로동","1","대지","0560","0000","신도림현대","20240703","75700","80.01","0.000000","14","","","1994","아파트","중개거래","서울 구로구"
"2024","11710","송파구","10800","문정동","1","대지","0150","0000","올림픽훼밀리타운","20240703","212000","117.585","0.000000","12","","","1988","아파트","중개거래","서울 송파구"
"2024","11530","구로구","10700","개봉동","1","대지","0348","0003","대우아트빌(348-3)","20240703","14800","73.01","34.000000","-1","","","2002","연립다세대","중개거래","서울 구로구"
"2024","11740","강동구","10100","명일동","1","대지","0207","0000","골든트리시티비동","20240703","32000","17.56","12.000000","4","","","2020","연립다세대","중개거래","서울 강동구"
"2024","11590","동작구","10800","대방동","1","대지","0503","0000","주공2","20240703","88000","58.65","0.000000","3","","","1995","아파트","중개거래","경기 성남시분당구, 서울 동작구"
"2024","11305","강북구","10400","우이동","1","대지","0045","0001","진성빌라","20240703","32000","96.36","84.000000","1","","","1986","연립다세대","중개거래","서울 강북구"
"2024","11440","마포구","12100","동교동","1","대지","0165","0008","LG팰리스빌딩","20240703","21200","41.33","51.980000","6","","","1999","오피스텔","중개거래","서울 마포구"
"2024","11290","성북구","13900","석관동","1","대지","0410","0000","래미안아트리치","20240703","94000","84.98","0.000000","1","","","2019","아파트","중개거래","서울 성북구"
"2024","11710","송파구","10700","가락동","1","대지","0168","0000","보람해피빌리지","20240703","47000","51.43","31.000000","5","","","2015","연립다세대","중개거래","서울 송파구"
"2024","11740","강동구","10200","고덕동","1","대지","0688","0000","래미안힐스테이트고덕","20240703","151000","84.94","0.000000","9","","","2016","아파트","중개거래","서울 강동구, 서울 강서구"
"2024","11500","강서구","10100","염창동","1","대지","0268","0000","관음삼성","20240703","89500","84.93","0.000000","20","","","1997","아파트","중개거래","서울 강서구"
"2024","11215","광진구","10400","광장동","1","대지","0567","0000","광나루현대","20240703","140000","84.92","0.000000","17","","","1996","아파트","중개거래","서울 광진구, 서울 성동구"
"2024","11410","서대문구","11000","북아현동","1","대지","1013","0000","이편한세상신촌(3단지)","20240703","168000","84.95","0.000000","14","","","2018","아파트","중개거래","서울 서대문구, 서울 영등포구"
"2024","11440","마포구","12600","중동","1","대지","0058","0000","남양빌라3차(비동)","20240703","31000","40.49","21.000000","1","","","1991","연립다세대","중개거래","서울 마포구"
"2024","11500","강서구","10300","화곡동","1","대지","0112","0050","예지팰리스89차","20240703","26750","41.91","29.000000","3","","","2016","연립다세대","중개거래","서울 강서구"
"2024","11650","서초구","10800","서초동","1","대지","1755","0000","래미안리더스원","20240703","315000","84.94","0.000000","12","","","2020","아파트","중개거래","서울 서초구"
"2024","11530","구로구","10200","구로동","1","대지","0108","0002","새솔금호","20240703","49300","59.9","0.000000","20","","","1996","아파트","중개거래","서울 구로구"
"2024","11410","서대문구","11200","대현동","1","대지","0104","0005","신촌푸르지오시티","20240703","22500","26.758","37.042000","12","","","2014","오피스텔","중개거래","서울 서대문구"
"2024","11470","양천구","10200","목동","1","대지","0908","0028","부영2","20240703","184000","141.7","0.000000","7","","20240902","2000","아파트","직거래",""
"2024","11215","광진구","10500","자양동","1","대지","0786","0000","자양현대6","20240703","98000","59.98","0.000000","12","","","1999","아파트","중개거래","서울 광진구"
"2024","11350","노원구","10500","상계동","1","대지","0691","0000","상계주공7(고층)","20240703","50000","41.3","0.000000","9","","","1988","아파트","중개거래","서울 노원구, 서울 도봉구"
"2024","11410","서대문구","12000","남가좌동","1","대지","0322","0027","은하빌라","20240703","16000","60.57","35.000000","4","","","1994","연립다세대","직거래",""
"2024","11290","성북구","11200","삼선동2가","1","대지","0425","0000","삼선푸르지오","20240703","82000","84.82","0.000000","5","","","2008","아파트","중개거래","서울 성북구"
"2024","11440","마포구","10300","신공덕동","1","대지","0155","0000","신공덕1차삼성래미안1아파트","20240703","152000","84.9","0.000000","19","","","2000","아파트","중개거래","서울 마포구"
"2024","11740","강동구","10900","천호동","1","대지","0432","0010","쌍용플래티넘리버","20240703","20700","34.2","46.650000","11","","","2004","오피스텔","중개거래","서울 강동구"
"2024","11215","광진구","10500","자양동","1","대지","0680","0002","안틸리아자양","20240703","39700","20.42","6.000000","10","","","2022","연립다세대","직거래",""
"2024","11200","성동구","10700","행당동","1","대지","0019","0010","(19-10)","20240703","30000","50.98","33.000000","1","","","1972","연립다세대","중개거래","서울 성동구"
"2024","11440","마포구","10300","신공덕동","1","대지","0172","0000","펜트라우스","20240703","181000","115.78","0.000000","5","","","2011","아파트","중개거래","서울 마포구, 서울 성북구"
"2024","11215","광진구","10400","광장동","1","대지","0566","0000","청구","20240703","101000","59.95","0.000000","16","","","1996","아파트","중개거래","서울 광진구"
"2024","11620","관악구","10200","신림동","1","대지","1638","0001","삼모 더 프라임 타워","20240703","19070","27.76","40.520000","19","","","2011","오피스텔","중개거래","서울 관악구"
"2024","11680","강남구","11500","수서동","1","대지","0736","0000","신동아","20240703","110000","39.53","0.000000","13","","","1992","아파트","중개거래","서울 강남구"
"2024","11170","용산구","10100","후암동","1","대지","0438","0006","남산파크뷰","20240703","55000","21.56","16.000000","5","","","2022","연립다세대","중개거래","서울 용산구"
"2024","11710","송파구","10200","신천동","1","대지","0017","0000","파크리오","20240703","92000","35.24","0.000000","12","","","2008","아파트","중개거래","서울 송파구"
"2024","11500","강서구","10300","화곡동","1","대지","1159","0000","우장산아이파크,이편한세상","20240703","98500","59.98","0.000000","2","","","2008","아파트","중개거래","서울 강서구"
"2024","11200","성동구","11300","옥수동","1","대지","0528","0000","옥수파크힐스101동~116동","20240703","165000","59.78","0.000000","4","","","2016","아파트","중개거래","서울 성동구, 서울 용산구"
"2024","11560","영등포구","11000","여의도동","1","대지","0525","0000","브라이튼 여의도","20240703","69000","29.69","47.250000","39","","","2023","오피스텔","중개거래","서울 영등포구"
"2024","11590","동작구","10600","동작동","1","대지","0333","0000","이수힐스테이트","20240703","187000","108.335","0.000000","11","","","2013","아파트","중개거래","서울 동작구"
"2024","11740","강동구","10600","둔촌동","1","대지","0087","0004","네모하우스","20240703","36000","48.9","29.000000","5","","","2015","연립다세대","중개거래","서울 강동구"
"2024","11110","종로구","17500","숭인동","1","대지","0766","0000","종로청계힐스테이트","20240703","98000","84.947","0.000000","4","","","2009","아파트","중개거래","서울 종로구"
"2024","11170","용산구","12900","이촌동","1","대지","0411","0000","동아그린","20240703","144500","84.82","0.000000","5","","","1999","아파트","중개거래","서울 용산구"
"2024","11350","노원구","10500","상계동","1","대지","0721","0000","상계주공5(저층)","20240703","51200","31.98","0.000000","2","","","1987","아파트","중개거래","서울 노원구"
"2024","11620","관악구","10100","봉천동","1","대지","1717","0000","관악푸르지오","20240703","100900","84.2","0.000000","11","","","2004","아파트","중개거래","서울 관악구"
"2024","11650","서초구","10700","반포동","1","대지","0020","0043","반포자이","20240703","580000","165.446","0.000000","21","","","2009","아파트","중개거래","서울 서초구"
"2024","11620","관악구","10200","신림동","1","대지","1655","0017","G밸리마인드","20240703","19800","14.96","0.000000","14","","","2021","아파트","중개거래","서울 관악구"
"2024","11500","강서구","10300","화곡동","1","대지","0102","0344","태성빌라(102-344)","20240703","13300","42.8","18.000000","2","","","1993","연립다세대","중개거래","서울 강서구"
"2024","11380","은평구","10800","역촌동","1","대지","0232","0000","역촌센트레빌","20240703","80000","113.92","0.000000","4","","","2011","아파트","중개거래","서울 마포구, 서울 은평구"
"2024","11200","성동구","11100","금호동3가","1","대지","1331","0000","두산","20240703","107000","79.08","0.000000","15","","","1994","아파트","중개거래","서울 성동구, 서울 용산구"
"2024","11440","마포구","12500","성산동","1","대지","0596","0000","대원","20240703","65000","59.69","0.000000","9","","","1999","아파트","중개거래","서울 마포구"
"2024","11545","금천구","10200","독산동","1","대지","1022","0093","문성빌(1022-93)","20240703","40500","33.57","27.000000","4","","","2023","연립다세대","중개거래","인천 연수구"
"2024","11650","서초구","10100","방배동","1","대지","0906","0013","서리풀e편한세상","20240703","320000","124.79","0.000000","4","","","2010","아파트","중개거래","서울 서초구"
"2024","11560","영등포구","11000","여의도동","1","대지","0050","0000","시범","20240703","195000","79.24","0.000000","5","","","1971","아파트","중개거래","서울 영등포구"
"2024","11500","강서구","10400","가양동","1","대지","1480","0005","이스타빌1차","20240703","12000","25.84","34.573000","10","","","2002","오피스텔","중개거래","서울 강서구"
"2024","11320","도봉구","10800","도봉동","1","대지","0634","0006","다이아포레","20240703","17000","29.33","14.000000","4","","","2017","연립다세대","중개거래","서울 도봉구"
"2024","11260","중랑구","10300","중화동","1","대지","0331","0001","리버센 SK VIEW 롯데캐슬","20240703","90465","59.99","0.000000","27","분양권","","0","아파트","중개거래","서울 중랑구"
"2024","11260","중랑구","10500","망우동","","","","","","20240703","45000","204.81","99.000000","","","20240708","1990","단독다가구","직거래",""
"2024","11110","종로구","12100","신문로2가","1","대지","0171","0000","디팰리스","20240703","134000","80.262","119.765000","4","","","2020","오피스텔","중개거래","서울 종로구"
"2024","11650","서초구","10100","방배동","1","대지","2001","0000","방배2차현대홈타운","20240703","210000","84.94","0.000000","11","","","2001","아파트","중개거래","서울 서초구"
"2024","11470","양천구","10100","신정동","1","대지","0945","0005","예지팰리스85차102동103동","20240703","25500","43.24","31.000000","5","","","2016","연립다세대","중개거래","서울 양천구"
"2024","11410","서대문구","10900","현저동","1","대지","1019","0000","독립문파크빌","20240703","64000","59.4","0.000000","14","","","2000","아파트","중개거래","서울 종로구"
"2024","11290","성북구","13400","길음동","1","대지","1281","0000","길음뉴타운4단지(e편한세상)","20240703","92000","84.64","0.000000","17","","","2005","아파트","중개거래","서울 성북구"
"2024","11380","은평구","10900","신사동","1","대지","0270","0036","파크원(A동)","20240703","22500","29.25","18.000000","5","","","2017","연립다세대","중개거래","서울 은평구"
"2024","11290","성북구","10300","돈암동","1","대지","0603","0000","돈암동더샵아파트","20240703","75000","84.817","0.000000","16","","20240724","2006","아파트","중개거래","서울 성북구"
"2024","11350","노원구","10600","중계동","1","대지","0359","0001","주공5","20240703","50000","44.94","0.000000","10","","","1992","아파트","중개거래","서울 노원구"
"2024","11170","용산구","11100","청파동3가","1","대지","0135","0006","삼성빌2(135-6)","20240703","52500","16.41","10.000000","3","","","2013","연립다세대","중개거래","서울 용산구"
"2024","11350","노원구","10600","중계동","1","대지","0362","0001","주공8","20240703","49500","49.72","0.000000","10","","","1993","아파트","중개거래","서울 노원구"
"2024","11500","강서구","10300","화곡동","1","대지","0467","0004","청풍맨션","20240703","15700","61.41","34.000000","2","","","1997","연립다세대","직거래",""
"2024","11380","은평구","10400","갈현동","1","대지","0545","0000","코오롱하늘채","20240703","65000","84.972","0.000000","13","","","2003","아파트","중개거래","서울 은평구"
"2024","11650","서초구","10600","잠원동","1","대지","0158","0000","래미안신반포팰리스","20240703","320000","84.49","0.000000","15","","","2016","아파트","중개거래","서울 서초구"
"2024","11410","서대문구","12000","남가좌동","1","대지","0381","0000","DMC센트레빌","20240703","121000","114.85","0.000000","2","","","2009","아파트","중개거래","서울 서대문구"
"2024","11620","관악구","10100","봉천동","1","대지","1708","0000","두산","20240703","86500","59.92","0.000000","16","","","2000","아파트","중개거래","서울 관악구"
"2024","11470","양천구","10200","목동","1","대지","0908","0028","부영2","20240703","184000","141.7","0.000000","7","","","2000","아파트","직거래",""
"2024","11230","동대문구","10500","답십리동","1","대지","1014","0000","답십리파크자이","20240703","120000","84.62","0.000000","11","","","2019","아파트","중개거래","서울 동대문구"
"2024","11215","광진구","10400","광장동","1","대지","0566","0000","청구","20240703","130000","84.86","0.000000","9","","","1996","아파트","중개거래","서울 광진구"
"2024","11290","성북구","11200","삼선동2가","1","대지","0425","0000","삼선푸르지오","20240703","73800","59.95","0.000000","11","","","2008","아파트","중개거래","서울 성북구"
"2024","11620","관악구","10100","봉천동","1","대지","1703","0000","봉천동아","20240703","83000","84.87","0.000000","16","","","2000","아파트","중개거래","서울 관악구"
"2024","11740","강동구","10900","천호동","1","대지","0305","0000","중앙하이츠","20240703","59900","59.85","0.000000","3","","","1998","아파트","중개거래","서울 강동구"
"2024","11740","강동구","10900","천호동","1","대지","0425","0003","천호역 한강 푸르지오시티","20240703","17700","26.27","37.380000","13","","","2015","오피스텔","중개거래","서울 강동구"
"2024","11500","강서구","10100","염창동","1","대지","0292","0000","동아","20240703","109500","114.84","0.000000","12","","","1998","아파트","중개거래","서울 강서구"
"2024","11650","서초구","10100","방배동","1","대지","3283","0000","방배그랑자이","20240703","229000","74.993","0.000000","14","","","2021","아파트","중개거래","서울 서초구"
"2024","11500","강서구","10900","방화동","1","대지","0814","0000","방화5","20240703","47000","39.6","0.000000","8","","","1994","아파트","중개거래","서울 강서구"
"2024","11170","용산구","10100","후암동","1","대지","0003","0002","(3-2)","20240703","78000","60.25","38.000000","3","","","2007","연립다세대","중개거래","서울 용산구"
"2024","11290","성북구","10300","돈암동","1","대지","0636","0000","이수브라운스톤돈암","20240703","70000","59.99","0.000000","2","","","2004","아파트","중개거래","서울 성북구"
"2024","11230","동대문구","10600","장안동","1","대지","0358","0010","하나스위트","20240703","47500","50.4","33.000000","3","","","2023","연립다세대","직거래",""
"2024","11710","송파구","10400","송파동","1","대지","0166","0000","가락삼익맨숀","20240703","148500","84.828","0.000000","3","","","1984","아파트","중개거래","서울 송파구"
"2024","11740","강동구","10700","암사동","1","대지","0413","0000","프라이어팰리스","20240703","144500","114.272","0.000000","19","","","2007","아파트","중개거래","서울 강동구"
"2024","11500","강서구","10900","방화동","1","대지","1467","0000","마곡우림필유아파트","20240703","82200","84.897","0.000000","8","","","2003","아파트","중개거래","서울 강서구"
"2024","11290","성북구","13300","정릉동","1","대지","0239","0000","정릉풍림아이원","20240703","67000","114.75","0.000000","3","","","2005","아파트","중개거래","서울 성북구"
"2024","11440","마포구","12000","서교동","1","대지","0473","0036","벨라","20240703","31500","26.39","19.000000","3","","","2017","연립다세대","중개거래","서울 마포구"
"2024","11215","광진구","10500","자양동","1","대지","0783","0001","자양우성7","20240703","107000","59.94","0.000000","11","","","1998","아파트","중개거래","서울 강남구, 서울 광진구"
"2024","11200","성동구","11100","금호동3가","1","대지","1331","0000","두산","20240703","114500","79.08","0.000000","8","","","1994","아파트","중개거래","서울 성동구"
"2024","11380","은평구","10700","응암동","1","대지","0769","0000","녹번역e편한세상캐슬","20240703","99000","59.97","0.000000","12","","","2021","아파트","중개거래","서울 은평구"
"2024","11305","강북구","10100","미아동","1","대지","0813","0000","래미안트리베라1단지","20240703","88000","84.97","0.000000","7","","","2010","아파트","중개거래","서울 강북구"
"2024","11680","강남구","10100","역삼동","1","대지","0713","0011","역삼I'PARK","20240703","83000","28.246","0.000000","18","","","2006","아파트","중개거래","서울 강남구"
"2024","11290","성북구","10300","돈암동","1","대지","0603","0000","돈암동더샵아파트","20240703","75000","84.817","0.000000","16","","","2006","아파트","중개거래","서울 성북구"
"2024","11215","광진구","10500","자양동","1","대지","0516","0000","우성3","20240703","138000","84.91","0.000000","9","","","1989","아파트","중개거래","서울 광진구"
"2024","11710","송파구","10500","석촌동","1","대지","0019","0009","가원주택","20240703","70000","113.8","45.000000","1","","","2000","연립다세대","중개거래","서울 송파구"
"2024","11410","서대문구","12000","남가좌동","1","대지","0376","0000","남가좌동현대","20240703","91500","114.9","0.000000","10","","","1999","아파트","중개거래","서울 서대문구"
"2024","11740","강동구","10300","상일동","1","대지","0521","0000","고덕자이","20240703","124500","59.939","0.000000","19","","","2021","아파트","중개거래","서울 강동구"
"2024","11470","양천구","10300","신월동","1","대지","0190","0001","디엔하임","20240703","36800","57.98","45.000000","5","","","2021","연립다세대","직거래",""
"2024","11230","동대문구","10400","전농동","1","대지","0690","0000","래미안크레시티","20240703","170000","121.95","0.000000","3","","","2014","아파트","중개거래","서울 동대문구"
"2024","11170","용산구","12900","이촌동","1","대지","0300","0023","한강맨숀","20240702","380000","101.95","0.000000","4","","20241226","1971","아파트","중개거래","서울 서초구, 서울 용산구"
"2024","11650","서초구","10800","서초동","1","대지","1315","0000","진흥아파트","20240702","273000","131.04","0.000000","2","","","1979","아파트","중개거래","서울 서초구"
"2024","11290","성북구","13600","하월곡동","1","대지","0226","0000","월곡래미안루나밸리","20240702","82000","59.98","0.000000","15","","20241223","2007","아파트","중개거래","서울 성북구"
"2024","11440","마포구","12200","합정동","1","대지","0389","0011","대명풀하우스","20240702","31800","28.08","17.000000","2","","","2014","연립다세대","중개거래","서울 마포구"
"2024","11500","강서구","10300","화곡동","1","대지","1017","0009","대산그린빌","20240702","27000","62.96","29.000000","5","","20241002","2002","연립다세대","중개거래","서울 강서구"
"2024","11320","도봉구","10500","쌍문동","1","대지","0054","0000","현대1","20240702","52500","84.66","0.000000","12","","","1990","아파트","중개거래","서울 도봉구"
"2024","11200","성동구","11400","성수동1가","","","","","","20240702","200000","100.89","69.000000","","","20240704","1987","단독다가구","중개거래","서울 성동구"
"2024","11710","송파구","10200","신천동","1","대지","0017","0000","파크리오","20240702","189500","59.95","0.000000","16","","","2008","아파트","중개거래","서울 송파구"
"2024","11740","강동구","10700","암사동","1","대지","0431","0012","신주리버빌(431-12)","20240702","27000","28.15","18.000000","6","","20240904","2017","연립다세대","중개거래","서울 강동구"
"2024","11320","도봉구","10700","창동","1","대지","0818","0000","창동현대4차","20240702","80000","101.995","0.000000","7","","","2003","아파트","중개거래","서울 도봉구"
"2024","11740","강동구","10700","암사동","1","대지","0431","0012","신주리버빌(431-12)","20240702","28000","29.35","19.000000","5","","20240904","2017","연립다세대","중개거래","서울 강동구"
"2024","11710","송파구","11100","방이동","1","대지","0051","0010","성희파크빌","20240702","40800","29.442","29.442000","7","","","2020","오피스텔","중개거래","서울 강남구, 서울 송파구"
"2024","11230","동대문구","10600","장안동","1","대지","0345","0007","장안동 썬앤빌 시그니처","20240702","22000","29.06","41.770000","6","","20240719","2022","오피스텔","직거래",""
"2024","11440","마포구","11400","창전동","1","대지","0443","0000","해모로","20240702","141000","83.85","0.000000","19","","","2007","아파트","중개거래","경기 안양시동안구, 서울 마포구"
"2024","11740","강동구","10700","암사동","1","대지","0431","0012","신주리버빌(431-12)","20240702","30000","32.66","21.000000","3","","20240904","2017","연립다세대","중개거래","서울 강동구"
